URL,Size(Bytes),# of Outlinks,Content-Type
https://www.nytimes.com/2023/01/19/us/politics/trump-clinton-lawsuit-fine.html,271317,130,text/html
https://www.nytimes.com/2022/11/02/us/politics/russia-ukraine-nuclear-weapons.html,299750,141,text/html
https://www.nytimes.com/2023/12/19/movies/the-color-purple-review.html,359151,136,text/html
https://www.nytimes.com/2019/04/03/theater/katrina-lenk-the-bands-visit.html,256832,127,text/html
https://www.nytimes.com/2023/01/13/nyregion/trump-e-jean-carroll-lawsuit.html,258489,121,text/html
https://www.nytimes.com/2019/09/25/us/politics/ukraine-transcript-trump.html,280370,125,text/html
https://www.nytimes.com/2021/03/02/business/media/tv-viewers-were-not-in-the-mood-for-the-golden-globes-with-audience-falling-62-percent.html,234129,132,text/html
https://www.nytimes.com/2023/12/21/movies/oscar-shortlist-barbie.html,273975,127,text/html
https://www.nytimes.com/es/2021/01/04/espanol/estados-unidos/georgia-trump-llamada.html,284268,133,text/html
https://www.nytimes.com/2024/01/18/us/politics/senate-spending-bill.html,271007,128,text/html
https://www.nytimes.com/2021/11/26/theater/stephen-sondheim-dead.html,452178,128,text/html
https://www.nytimes.com/2019/07/09/us/politics/tom-steyer-president.html,260213,130,text/html
https://www.nytimes.com/2024/02/08/nyregion/tom-suozzi-santos-election.html,293909,142,text/html
https://www.nytimes.com/2022/11/03/world/europe/iaea-ukraine-dirty-bomb.html,246090,140,text/html
https://www.nytimes.com/2021/01/06/us/politics/trump-congress.html,308278,133,text/html
https://www.nytimes.com/2023/05/16/movies/strange-way-life-pedro-pascal-ethan-hawke.html,294332,141,text/html
https://www.nytimes.com/2023/08/29/us/politics/scalise-house-cancer-myeloma.html,260535,131,text/html
https://www.nytimes.com/2024/02/07/us/politics/johnson-impeachment-israel-aid.html,312587,130,text/html
https://www.nytimes.com/2018/10/02/insider/donald-trump-fred-tax-schemes-wealth.html,263596,129,text/html
https://www.nytimes.com/2018/09/06/movies/popular-oscar-category-killed.html,278239,132,text/html
https://www.nytimes.com/es/2024/02/14/espanol/tom-suozzi-gana-nueva-york.html,259404,124,text/html
https://www.nytimes.com/2019/07/08/us/politics/elizabeth-warren-fundraising.html,263237,139,text/html
https://www.nytimes.com/2021/12/01/theater/company-stephen-sondheim-marianne-elliott.html,328271,126,text/html
https://www.nytimes.com/1976/11/01/archives/donald-trump-real-estate-promoter-builds-image-as-he-buys-buildings.html,245524,114,text/html
https://www.nytimes.com/2024/01/30/us/politics/biden-border-crisis-immigration.html,355323,129,text/html
https://www.nytimes.com/es/2023/10/30/espanol/gaza-apagon-incursion-terrestre.html,282963,116,text/html
https://www.nytimes.com/2023/04/07/us/politics/debt-ceiling-discharge-petition.html,275475,130,text/html
https://www.nytimes.com/2024/02/01/us/politics/impeachments-weapon-partisan-warfare.html,288567,133,text/html
https://www.nytimes.com/2024/02/14/upshot/special-election-democrats-new-york.html,293274,130,text/html
https://www.nytimes.com/2024/02/05/us/politics/senate-border-ukraine-deal.html,279711,129,text/html
https://www.nytimes.com/2022/08/09/movies/jo-koy-easter-sunday.html,285356,141,text/html
https://www.nytimes.com/2019/04/09/us/politics/bernie-sanders-millionaire-net-worth-taxes.html,284046,130,text/html
https://www.nytimes.com/2020/12/09/us/jill-biden-teacher-first-lady-history.html,307860,137,text/html
https://www.nytimes.com/2021/12/09/us/politics/debt-limit-mcconnell-gop-senate.html,260478,117,text/html
https://www.nytimes.com/2023/11/03/movies/killers-of-the-flower-moon-ernest-leonardo-dicaprio.html,293476,128,text/html
https://www.nytimes.com/2019/07/03/us/politics/joe-biden-fundraising.html,244847,131,text/html
https://www.nytimes.com/2023/10/10/nyregion/george-santos-charges.html,287953,143,text/html
https://www.nytimes.com/2023/10/01/arts/taylor-swift-travis-kelce-chiefs-nbc.html,257057,123,text/html
https://www.nytimes.com/2023/08/09/arts/music/robbie-robertson-dead.html,309358,132,text/html
https://www.nytimes.com/2022/04/25/nyregion/trump-investigation-letitia-james-contempt.html,281353,125,text/html
https://www.nytimes.com/2023/11/17/world/middleeast/northern-gaza-israel-hamas-war-ruins.html,401021,161,text/html
https://www.nytimes.com/1991/10/20/us/psychiatry-s-use-in-thomas-battle-raises-ethics-issue.html,227255,116,text/html
https://www.nytimes.com/2021/08/05/movies/golden-globes-hfpa-reforms.html,270576,128,text/html
https://www.nytimes.com/2023/01/11/nyregion/george-santos-nassau-resign.html,315162,139,text/html
https://www.nytimes.com/interactive/2019/us/politics/2020-candidates-tax-returns.html,180114,49,text/html
https://www.nytimes.com/2018/08/20/climate/epa-clean-power-rollback.html,261617,128,text/html
https://www.nytimes.com/2010/03/26/science/earth/26climate.html,229968,122,text/html
https://www.nytimes.com/2018/09/26/us/politics/angela-wright-anita-hill.html,247082,114,text/html
https://www.nytimes.com/2018/01/25/business/economy/labor-board.html,248320,118,text/html
https://www.nytimes.com/2021/04/28/us/politics/joe-biden-government-plans.html,376940,143,text/html
https://www.nytimes.com/2024/02/04/nyregion/times-square-attack-bragg.html,255112,124,text/html
https://www.nytimes.com/2023/12/15/business/media/netflix-licensed-shows.html,260119,119,text/html
https://www.nytimes.com/2018/03/19/business/economy/mcdonalds-labor.html,242845,118,text/html
https://www.nytimes.com/2019/02/05/us/politics/elizabeth-warren-net-worth.html,228324,120,text/html
https://www.nytimes.com/2022/08/22/business/energy-environment/biden-climate-bill-energy-loans.html,272252,122,text/html
https://www.nytimes.com/2021/09/25/books/anita-hill-believing.html,299215,124,text/html
https://www.nytimes.com/2022/08/24/climate/california-gas-cars-emissions.html,305180,126,text/html
https://www.nytimes.com/2020/07/14/climate/trump-climate-change-carbon-cost.html,261198,118,text/html
https://www.nytimes.com/2023/07/18/us/politics/trump-classified-documents-case.html,261372,135,text/html
https://www.nytimes.com/2023/07/13/world/europe/biden-nato-finland.html,244751,136,text/html
https://www.nytimes.com/2004/10/16/movies/popping-the-cork-for-a-twist-on-a-socalled-life.html,214622,114,text/html
https://www.nytimes.com/2022/06/27/us/politics/john-eastman-jan-6.html,270328,125,text/html
https://www.nytimes.com/2019/05/14/business/economy/nlrb-uber-drivers-contractors.html,247906,125,text/html
https://www.nytimes.com/2018/08/02/climate/trump-auto-emissions-california.html,305751,131,text/html
https://www.nytimes.com/interactive/2022/08/13/upshot/whats-in-the-democrats-climate-health-bill.html,264204,138,text/html
https://www.nytimes.com/2021/03/05/us/politics/federico-klein-capitol-riot-trump.html,277438,125,text/html
https://www.nytimes.com/2023/07/13/us/politics/kushner-grand-jury-trump.html,312121,127,text/html
https://www.nytimes.com/es/2023/03/31/espanol/donald-trump-acusacion.html,299856,147,text/html
https://www.nytimes.com/interactive/2023/dining/new-york-summer-food-map.html,484170,239,text/html
https://www.nytimes.com/1989/09/02/obituaries/giamatti-scholar-and-baseball-chief-dies-at-51.html,246105,116,text/html
https://www.nytimes.com/es/2023/07/14/espanol/barbie-oppenheimer-estreno.html,239541,117,text/html
https://www.nytimes.com/2015/06/26/us/obamacare-supreme-court.html,348436,132,text/html
https://www.nytimes.com/2019/04/26/us/politics/clarence-thomas-anita-hill-joe-biden.html,263608,115,text/html
https://www.nytimes.com/2022/08/07/climate/senate-climate-law.html,318364,126,text/html
https://www.nytimes.com/2020/11/13/your-money/obamacare-open-enrollment-deadline.html,267327,134,text/html
https://www.nytimes.com/es/2024/01/22/espanol/nominados-oscar-2024.html,317911,146,text/html
https://www.nytimes.com/2014/03/16/movies/anita-hill-is-celebrated-in-the-documentary-anita.html,291513,137,text/html
https://www.nytimes.com/2023/10/27/arts/television/billions-series-finale-recap.html,303642,132,text/html
https://www.nytimes.com/2018/02/15/movies/the-party-review-timothy-spall-kristin-scott-thomas.html,281634,142,text/html
https://www.nytimes.com/2022/09/27/dining/restaurant-review-laser-wolf-brooklyn.html,339754,140,text/html
https://www.nytimes.com/2012/06/01/us/edwards-jury-returns-not-guilty-verdict-on-one-count.html,243812,116,text/html
https://www.nytimes.com/2012/06/29/us/supreme-court-lets-health-law-largely-stand.html,295401,118,text/html
https://www.nytimes.com/2022/05/26/nyregion/trump-interview-ny-court.html,269507,126,text/html
https://www.nytimes.com/es/article/trump-acusacion-entrega.html,298387,129,text/html
https://www.nytimes.com/2020/09/27/health/obamacare-supreme-court-barrett-ginsburg.html,260528,136,text/html
https://www.nytimes.com/2005/09/27/nyregion/clarence-norman-is-guilty-of-illegal-campaign-contributions.html,219778,113,text/html
https://www.nytimes.com/2022/07/23/us/politics/trump-georgia-election-interference.html,344076,152,text/html
https://www.nytimes.com/2010/07/04/movies/04inception.html,274842,133,text/html
https://www.nytimes.com/2010/07/16/movies/16inception.html,285079,138,text/html
https://www.nytimes.com/2022/06/23/us/politics/jeffrey-clark-trump-justice-dept.html,269386,130,text/html
https://www.nytimes.com/2018/04/19/theater/my-fair-lady-review-lincoln-center-lauren-ambrose.html,290510,135,text/html
https://www.nytimes.com/2018/09/27/movies/bradley-cooper-a-star-is-born.html,453713,170,text/html
https://www.nytimes.com/2018/12/14/health/obamacare-unconstitutional-texas-judge.html,249322,124,text/html
https://www.nytimes.com/2022/02/17/nyregion/trump-investigation-letitia-james.html,289106,126,text/html
https://www.nytimes.com/2021/06/18/us/politics/supreme-court-conservatives-liberals.html,261718,127,text/html
https://www.nytimes.com/1978/06/17/archives/felicia-montealegre-c-bernstein-actress-composers-wife-dead.html,210279,114,text/html
https://www.nytimes.com/es/2023/04/07/espanol/donald-trump-audiencia-cargos-tribunal.html,289857,127,text/html
https://www.nytimes.com/2023/04/04/movies/air-movie-review.html,292889,139,text/html
https://www.nytimes.com/2022/06/21/us/rusty-bowers-testimony-hearing-jan-6.html,251399,120,text/html
https://www.nytimes.com/2023/12/22/movies/maestro-guide-bradley-cooper-bernstein.html,284275,127,text/html
https://www.nytimes.com/2022/07/19/us/georgia-trump-electors.html,304566,140,text/html
https://www.nytimes.com/es/2023/04/03/espanol/trump-escandalos.html,286366,128,text/html
https://www.nytimes.com/2023/06/24/us/politics/roe-wade-anniversary-dobbs.html,275653,131,text/html
https://www.nytimes.com/2022/09/29/arts/music/david-geffen-hall-reopening-lincoln-center.html,369690,128,text/html
https://www.nytimes.com/2022/03/05/nyregion/trump-investigation-manhattan-da-alvin-bragg.html,359212,145,text/html
https://www.nytimes.com/2010/03/22/health/policy/22health.html,280763,123,text/html
https://www.nytimes.com/2023/07/17/style/margot-robbie-barbie-premiere-outfits.html,289055,126,text/html
https://www.nytimes.com/es/2023/03/21/espanol/trump-stormy-daniels.html,323743,130,text/html
https://www.nytimes.com/interactive/2022/02/02/us/trump-electors-memo-november.html,224531,120,text/html
https://www.nytimes.com/2023/02/21/arts/music/gustavo-dudamel-press-conference-new-york.html,284488,130,text/html
https://www.nytimes.com/2023/07/10/climate/heat-waves-europe-deaths.html,263101,126,text/html
https://www.nytimes.com/2022/07/26/us/politics/trump-fake-electors-emails.html,327407,129,text/html
https://www.nytimes.com/2024/02/06/us/politics/al-green-mayorkas-impeachment.html,260160,124,text/html
https://www.nytimes.com/2023/09/18/movies/hollywood-strike-directors.html,286549,131,text/html
https://www.nytimes.com/2020/06/12/us/politics/trump-transgender-rights.html,265533,132,text/html
https://www.nytimes.com/2019/12/19/upshot/obamacare-ruling.html,267378,132,text/html
https://www.nytimes.com/2004/12/08/obituaries/jay-van-andel-a-cofounder-of-amway-dies-at-80.html,205983,113,text/html
https://www.nytimes.com/2022/02/12/world/middleeast/settler-violence-west-bank.html,396884,123,text/html
https://www.nytimes.com/2017/08/10/movies/good-time-review-robert-pattinson.html,275850,139,text/html
https://www.nytimes.com/1943/11/15/archives/young-aide-leads-philharmonic-steps-in-when-bruno-walter-is-ill-a.html,195271,114,text/html
https://www.nytimes.com/2022/03/28/us/politics/trump-election-crimes.html,291598,128,text/html
https://www.nytimes.com/article/what-is-the-heat-index.html,260986,124,text/html
https://www.nytimes.com/interactive/2023/05/20/climate/rice-farming-climate-change.html,209446,140,text/html
https://www.nytimes.com/2023/02/12/arts/music/gustavo-dudamel-new-york-philharmonic.html,329370,140,text/html
https://www.nytimes.com/2022/08/08/world/middleeast/gaza-hamas-israel-islamic-jihad.html,306744,141,text/html
https://www.nytimes.com/2017/12/21/upshot/individual-health-insurance-mandate-end-impact.html,253175,127,text/html
https://www.nytimes.com/interactive/2022/06/01/climate/new-mexico-wildfires.html,292699,145,text/html
https://www.nytimes.com/2020/04/14/us/politics/trump-total-authority-claim.html,306498,144,text/html
https://www.nytimes.com/2022/10/06/movies/tar-review.html,326347,146,text/html
https://www.nytimes.com/2021/03/16/technology/amazon-unions-virginia.html,353362,140,text/html
https://www.nytimes.com/video/world/middleeast/100000007754341/aqsa-mosque-jerusalem-clash.html,1048576,55,text/html
https://www.nytimes.com/2023/05/22/climate/colorado-river-deal.html,297963,131,text/html
https://www.nytimes.com/2021/08/05/business/richard-trumka-dead.html,327792,130,text/html
https://www.nytimes.com/2016/09/14/us/politics/donald-trump-vladimir-putin.html,220229,112,text/html
https://www.nytimes.com/2022/06/21/us/new-mexico-wildfire-forest-service.html,330031,132,text/html
https://www.nytimes.com/2023/07/13/business/media/sag-aftra-writers-strike.html,336488,129,text/html
https://www.nytimes.com/interactive/2023/12/02/world/middleeast/gaza-map-displaced-people.html,422287,148,text/html
https://www.nytimes.com/2019/12/16/dining/hatch-chiles-new-mexico.html,347026,165,text/html
https://www.nytimes.com/2020/11/07/us/politics/biden-election.html,366634,135,text/html
https://www.nytimes.com/2023/06/09/world/canada/quebec-canada-wildfires-locations.html,277663,121,text/html
https://www.nytimes.com/2010/03/07/education/07educ.html,229961,118,text/html
https://www.nytimes.com/2023/10/29/world/middleeast/israel-intelligence-hamas-attack.html,367868,152,text/html
https://www.nytimes.com/2021/01/05/world/europe/trump-scotland-golf-course.html,266771,131,text/html
https://www.nytimes.com/2021/12/14/travel/global-warming-ski-resort.html,320935,161,text/html
https://www.nytimes.com/2021/01/03/us/politics/fact-checking-trump-georgia.html,266233,135,text/html
https://www.nytimes.com/2021/11/19/arts/music/yannick-nezet-seguin-met-opera.html,307218,135,text/html
https://www.nytimes.com/article/israel-hostages-hamas-explained.html,284815,163,text/html
https://www.nytimes.com/2021/03/18/business/economy/amazon-wages-alabama-union.html,284363,136,text/html
https://www.nytimes.com/2018/11/14/us/politics/prison-sentencing-trump.html,306652,125,text/html
https://www.nytimes.com/2023/09/21/us/politics/iran-prisoner-swap-biden-administration.html,299420,121,text/html
https://www.nytimes.com/2021/03/25/us/biden-news-conference-streaming-time-details.html,218178,113,text/html
https://www.nytimes.com/2021/05/20/world/middleeast/israel-gaza-ceasefire.html,317264,135,text/html
https://www.nytimes.com/2021/07/13/us/acequias-drought-new-mexico-southwest.html,291562,144,text/html
https://www.nytimes.com/2022/08/30/arts/music/michael-tilson-thomas-tanglewood.html,287424,131,text/html
https://www.nytimes.com/2021/03/13/us/stimulus-biden-states-cities.html,299086,128,text/html
https://www.nytimes.com/2023/11/11/us/politics/trump-federal-election-tv-trial.html,263363,126,text/html
https://www.nytimes.com/2018/12/14/us/politics/jared-kushner-criminal-justice-bill.html,253401,121,text/html
https://www.nytimes.com/2023/11/03/us/politics/trump-fact-check-energy-jobs.html,264740,137,text/html
https://www.nytimes.com/2018/08/23/arts/music/leonard-bernstein-conductor.html,272221,128,text/html
https://www.nytimes.com/2021/08/08/business/economy/afl-cio-labor-unions-trumka.html,278434,129,text/html
https://www.nytimes.com/interactive/2018/04/07/upshot/millions-of-eviction-records-a-sweeping-new-look-at-housing-in-america.html,133993,65,text/html
https://www.nytimes.com/2020/10/09/us/politics/trump-clinton-emails-state-department.html,329114,141,text/html
https://www.nytimes.com/2017/02/13/world/middleeast/yehya-sinwar-hamas-gaza.html,245109,118,text/html
https://www.nytimes.com/es/2021/01/06/espanol/trump-democracia.html,282015,148,text/html
https://www.nytimes.com/2018/10/01/upshot/maps-neighborhoods-shape-child-poverty.html,399165,131,text/html
https://www.nytimes.com/2020/01/30/business/economy/joe-biden-labor-unions.html,300285,147,text/html
https://www.nytimes.com/2023/10/05/us/politics/trump-immigration-rhetoric.html,250372,127,text/html
https://www.nytimes.com/2018/12/06/us/politics/mcconnell-criminal-justice-bill.html,246570,119,text/html
https://www.nytimes.com/2022/10/13/arts/music/tar-female-conductors-power.html,281461,126,text/html
https://www.nytimes.com/2023/10/03/us/politics/trump-indictments-shoplifters-violence.html,296562,144,text/html
https://www.nytimes.com/2018/12/13/us/minneapolis-single-family-zoning.html,259729,124,text/html
https://www.nytimes.com/2016/05/29/world/europe/rise-of-donald-trump-tracks-growing-debate-over-global-fascism.html,271688,142,text/html
https://www.nytimes.com/2017/03/09/world/middleeast/hamas-gaza-israel-jews.html,227981,117,text/html
https://www.nytimes.com/2019/04/09/upshot/trump-america-full-or-emptying.html,286322,132,text/html
https://www.nytimes.com/2018/11/06/us/politics/midterm-elections-results.html,376955,136,text/html
https://www.nytimes.com/2023/08/16/movies/bradley-cooper-prosthetic-nose-leonard-bernstein.html,263651,130,text/html
https://www.nytimes.com/elections/2012/results/states/new-york/legislature.html,166629,109,text/html
https://www.nytimes.com/2018/10/03/movies/a-star-is-born-review-lady-gaga-bradley-cooper.html,413658,146,text/html
https://www.nytimes.com/2011/02/17/us/17wisconsin.html,257290,118,text/html
https://www.nytimes.com/2020/04/01/us/politics/coronavirus-trump.html,286117,143,text/html
https://www.nytimes.com/2018/08/21/upshot/home-ownership-nimby-bipartisan.html,254732,129,text/html
https://www.nytimes.com/2021/08/24/world/middleeast/israel-temple-mount-prayer.html,286852,126,text/html
https://www.nytimes.com/2020/12/06/us/politics/trump-called-georgias-governor-to-urge-him-to-help-overturn-bidens-win-in-the-state.html,236592,120,text/html
https://www.nytimes.com/es/2023/11/09/espanol/guerra-israel-hamas-estrategia.html,352474,136,text/html
https://www.nytimes.com/2019/04/23/upshot/2020-democrats-court-renters.html,266843,129,text/html
https://www.nytimes.com/2020/09/24/upshot/pre-existing-conditions.html,275967,143,text/html
https://www.nytimes.com/2021/03/16/us/politics/mcconnell-filibuster-senate.html,321169,122,text/html
https://www.nytimes.com/2023/12/22/us/politics/republican-claims-biden-impeachment-inquiry.html,267487,129,text/html
https://www.nytimes.com/2021/07/16/business/economy/green-energy-jobs-economy.html,324842,133,text/html
https://www.nytimes.com/2020/06/22/us/politics/republicans-health-care-coronavirus.html,274536,124,text/html
https://www.nytimes.com/2019/02/11/us/kamala-harris-progressive-prosecutor.html,554792,140,text/html
https://www.nytimes.com/interactive/2016/05/18/upshot/which-buildings-in-manhattan-couldnt-be-built-again-today.html,97749,15,text/html
https://www.nytimes.com/2020/07/31/us/politics/trump-tweet-democracy.html,286360,140,text/html
https://www.nytimes.com/interactive/2019/04/27/upshot/diversity-housing-maps-raleigh-gentrification.html,275092,55,text/html
https://www.nytimes.com/2023/11/03/podcasts/the-daily/israel-palestine-1948.html,496805,152,text/html
https://www.nytimes.com/2015/04/28/us/politics/being-less-tough-on-crime-is-2016-consensus.html,247834,120,text/html
https://www.nytimes.com/2020/11/10/us/supreme-court-obamacare-aca.html,279605,131,text/html
https://www.nytimes.com/2021/10/15/climate/biden-clean-energy-manchin.html,280207,125,text/html
https://www.nytimes.com/2024/02/16/us/politics/biden-impeachment-republicans-informant.html,281081,123,text/html
https://www.nytimes.com/2019/03/25/us/politics/obamacare-unconstitutional-trump-aca.html,255418,122,text/html
https://www.nytimes.com/2023/03/22/world/middleeast/aqsa-mosque-jerusalem.html,294657,125,text/html
https://www.nytimes.com/2018/12/03/us/politics/bush-willie-horton.html,306089,124,text/html
https://www.nytimes.com/2017/12/01/business/economy/single-family-home.html,341793,137,text/html
https://www.nytimes.com/2021/05/18/us/michigan-voting-lawsuit-trump.html,231282,123,text/html
https://www.nytimes.com/2020/11/10/books/review/strongmen-ruth-ben-ghiat.html,265164,139,text/html
https://www.nytimes.com/2023/03/09/us/politics/saudi-arabia-israel-united-states.html,278133,130,text/html
https://www.nytimes.com/2019/05/03/us/politics/klobuchar-addiction-plan.html,234644,116,text/html
https://www.nytimes.com/2023/10/10/world/middleeast/israel-gaza-security-failure.html,324266,136,text/html
https://www.nytimes.com/2023/12/14/us/politics/biden-impeachment-house-inquiry.html,269402,123,text/html
https://www.nytimes.com/2021/02/11/magazine/biden-economy.html,406038,147,text/html
https://www.nytimes.com/2023/10/09/us/politics/trump-israel-travel-ban.html,252617,134,text/html
https://www.nytimes.com/interactive/2023/10/11/world/middleeast/israel-gaza-hamas-attack-timeline.html,361527,152,text/html
https://www.nytimes.com/2019/03/17/us/politics/marijuana-legalize-democrats.html,273375,139,text/html
https://www.nytimes.com/2020/12/26/us/politics/republicans-voter-fraud.html,333098,152,text/html
https://www.nytimes.com/2022/04/15/us/politics/ohio-jd-vance-trump-endorsement.html,277233,129,text/html
https://www.nytimes.com/2020/12/19/us/politics/trump-sidney-powell-voter-fraud.html,277433,129,text/html
https://www.nytimes.com/2021/11/06/climate/infrastructure-bill-climate.html,299020,128,text/html
https://www.nytimes.com/2023/10/11/world/middleeast/israel-lebanon-hezbollah-hamas.html,244218,127,text/html
https://www.nytimes.com/2023/02/20/us/politics/biden-ukraine-visit.html,328168,140,text/html
https://www.nytimes.com/2012/01/28/world/middleeast/khaled-meshal-the-leader-of-hamas-vacates-damascus.html,204293,118,text/html
https://www.nytimes.com/2023/12/13/us/politics/biden-impeachment-inquiry-house-vote.html,337691,125,text/html
https://www.nytimes.com/2020/04/09/nyregion/rikers-coronavirus-deaths-parolees.html,271916,121,text/html
https://www.nytimes.com/2023/10/01/us/politics/trump-campaign-iowa.html,273358,132,text/html
https://www.nytimes.com/2023/05/11/us/politics/trump-cnn-townhall-policy.html,290242,124,text/html
https://www.nytimes.com/2020/09/23/us/politics/trump-power-transfer-2020-election.html,303526,128,text/html
https://www.nytimes.com/interactive/2020/06/29/climate/hidden-flood-risk-maps.html,311330,140,text/html
https://www.nytimes.com/2024/01/01/world/middleeast/gaza-israel-hunger.html,311313,141,text/html
https://www.nytimes.com/2020/11/19/us/politics/trump-michigan-election.html,294597,134,text/html
https://www.nytimes.com/2020/01/03/world/middleeast/israel-soleimani.html,258047,121,text/html
https://www.nytimes.com/2023/03/14/us/politics/ron-desantis-ukraine-republicans.html,303948,146,text/html
https://www.nytimes.com/2020/03/20/nyregion/nyc-coronavirus-rikers-island.html,380940,118,text/html
https://www.nytimes.com/2023/03/13/us/politics/ron-desantis-ukraine-tucker-carlson.html,297476,141,text/html
https://www.nytimes.com/2022/02/16/movies/troy-kotsur-coda-deaf-actor.html,338609,139,text/html
https://www.nytimes.com/2020/03/23/nyregion/harvey-weinstein-coronavirus.html,263433,126,text/html
https://www.nytimes.com/video/us/politics/100000006734596/biden-trump-ukraine.html,1048576,55,text/html
https://www.nytimes.com/2023/12/21/world/middleeast/gaza-hospitals-who.html,280509,141,text/html
https://www.nytimes.com/2023/06/26/climate/rainstorms-hidden-flood-risk.html,308935,139,text/html
https://www.nytimes.com/2020/02/05/us/politics/trump-acquitted-impeachment.html,494715,129,text/html
https://www.nytimes.com/2023/12/11/world/middleeast/gaza-health-infectious-disease.html,270585,135,text/html
https://www.nytimes.com/2000/03/08/us/charles-wiggins-72-dies-led-nixon-s-defense-in-hearings.html,213666,116,text/html
https://www.nytimes.com/2016/10/14/movies/certain-women-review-kristen-stewart-michelle-williams-laura-dern.html,284105,140,text/html
https://www.nytimes.com/2020/03/30/nyregion/coronavirus-rikers-nyc-jail.html,285854,120,text/html
https://www.nytimes.com/2023/03/22/us/politics/desantis-putin-ukraine-russia.html,280437,138,text/html
https://www.nytimes.com/2020/02/12/us/politics/trump-stone.html,324137,138,text/html
https://www.nytimes.com/2023/09/14/movies/killers-of-the-flower-moon-costumes.html,306020,128,text/html
https://www.nytimes.com/2022/06/15/us/yellowstone-national-park-floods.html,306140,140,text/html
https://www.nytimes.com/2020/06/16/us/coronavirus-inmates-prisons-jails.html,299344,136,text/html
https://www.nytimes.com/2022/03/17/briefing/mariupol-siege-russia-invasion-ukraine.html,317411,162,text/html
https://www.nytimes.com/2022/04/05/movies/ke-huy-quan-everything-everywhere.html,317380,138,text/html
https://www.nytimes.com/2024/02/15/us/politics/fbi-informant-bidens-ukraine.html,263834,122,text/html
https://www.nytimes.com/2005/04/21/books/the-physics-philosophy-and-literally-dirty-laundry-of-robert.html,243310,128,text/html
https://www.nytimes.com/2024/01/12/world/middleeast/gaza-communications-blackout-israel.html,245908,141,text/html
https://www.nytimes.com/article/republicans-impeaching-donald-trump.html,425896,132,text/html
https://www.nytimes.com/2022/12/16/science/j-robert-oppenheimer-energy-department.html,254991,126,text/html
https://www.nytimes.com/2023/05/22/movies/scorsese-dicaprio-de-niro-killers-of-the-flower-moon.html,271426,128,text/html
https://www.nytimes.com/2019/12/18/us/politics/trump-impeached.html,552102,141,text/html
https://www.nytimes.com/1995/04/24/obituaries/john-c-stennis-93-longtime-chairman-of-powerful-committees-in-the-senate-dies.html,233214,117,text/html
https://www.nytimes.com/2023/05/08/business/media/pulitzer-prize-2023.html,267000,136,text/html
https://www.nytimes.com/2022/11/09/nyregion/new-york-republicans-house.html,284921,131,text/html
https://www.nytimes.com/2018/05/14/us/politics/trump-jerusalem-embassy-middle-east-peace.html,324793,137,text/html
https://www.nytimes.com/2021/03/10/nyregion/nyc-jail-covid.html,280890,134,text/html
https://www.nytimes.com/2024/01/03/nyregion/nyc-housing-crisis-hochul.html,286356,124,text/html
https://www.nytimes.com/2014/09/01/us/politics/desperately-dry-california-tries-to-curb-private-drilling-for-water.html,324768,123,text/html
https://www.nytimes.com/2023/01/25/realestate/rent-burdened-american-households.html,241578,124,text/html
https://www.nytimes.com/2020/10/09/us/michigan-militia-whitmer.html,310449,125,text/html
https://www.nytimes.com/2023/01/25/us/politics/obamacare-enrollment.html,250452,123,text/html
https://www.nytimes.com/article/battleground-states-counties-trump-biden.html,266897,124,text/html
https://www.nytimes.com/2024/02/12/nyregion/republicans-nassau-pilip-santos.html,303308,138,text/html
https://www.nytimes.com/2024/02/07/us/politics/trump-border-biden.html,281681,140,text/html
https://www.nytimes.com/2023/11/21/us/politics/trump-democrats-biden.html,302863,144,text/html
https://www.nytimes.com/2022/07/24/world/europe/ukraine-war-mariupol-azovstal.html,671556,146,text/html
https://www.nytimes.com/2023/12/01/briefing/rent-or-buy.html,382538,169,text/html
https://www.nytimes.com/2020/07/13/us/politics/betsy-devos-schools-coronavirus.html,277637,128,text/html
https://www.nytimes.com/interactive/2023/01/18/climate/california-drought.html,319670,128,text/html
https://www.nytimes.com/2022/11/01/us/politics/blake-masters-marc-victor-arizona.html,242912,126,text/html
https://www.nytimes.com/2022/09/01/magazine/ukraine-mariupol-theater.html,449384,138,text/html
https://www.nytimes.com/2016/04/09/us/politics/donald-trump-health-care.html,299738,126,text/html
https://www.nytimes.com/2024/02/05/nyregion/adams-migrants-police-raid.html,251598,125,text/html
https://www.nytimes.com/2019/10/17/nyregion/rikers-island-closing-vote.html,265736,126,text/html
https://www.nytimes.com/2022/10/05/us/politics/pelosi-mccarthy-midterms.html,288440,124,text/html
https://www.nytimes.com/2011/05/31/science/31water.html,238342,122,text/html
https://www.nytimes.com/2017/06/01/climate/american-cities-climate-standards.html,320209,138,text/html
https://www.nytimes.com/article/flooding-climate-change.html,284509,131,text/html
https://www.nytimes.com/2019/11/12/us/politics/supreme-court-daca-trump.html,251493,119,text/html
https://www.nytimes.com/2024/02/08/nyregion/debate-pilip-suozzi-santos.html,278156,130,text/html
https://www.nytimes.com/2017/07/27/us/politics/senate-health-care-vote.html,406058,138,text/html
https://www.nytimes.com/2023/09/29/nyregion/adams-nyc-services-performance.html,300225,144,text/html
https://www.nytimes.com/2021/03/02/climate/miami-sea-level-rise.html,281136,134,text/html
https://www.nytimes.com/2023/12/01/nyregion/santos-expulsion-vote-congress.html,298968,141,text/html
